,uniqueID,appTitle,userName,date,date_extracted,rating,text,category,contentRating,comment,sentiScore_pos,sentiScore_neg,label_Bug,label_Feature,label_UserExperience,label_Rating,lemmatized_comment,stopwords_removal,stopwords_removal_lemmatization,stemmed,stopwords_removal_nltk,sentiScore,length_words,Predicted_labels
314638,477626,Zelle,John Malefyt,2018-05-29,2019-03-24,1,"App just doesn't work, I get an error message every time and haven't been 
able to send a single payment using a galaxy S9 on AT&T so it is about as 
""standard"" use case as possible. I do not recommend.",FINANCE,Everyone,just  t work  I get an error message every time and haven  t been able to send a single payment a galaxy S9 on AT  T so it is about as  standard  use case as possible  I do not recommend,1,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  just t work I get an error message every time and haven t been able to send a single payment a galaxy S9 on AT T so it is about a standard use case a possible I do not recommend,  just work get error message every time haven been able to send single payment galaxy s9 at so about as standard use case as possible do not recommend,  just work get error message every time haven been able to send single payment galaxy s9 at so about a standard use case a possible do not recommend,  just t work i get an error messag everi time and haven t been abl to send a singl payment a galaxi s9 on at t so it is about as standard use case as possibl i do not recommend,  work get error message every time able send single payment galaxy s9 standard use case possible recommend,-2,40,Not_Rating
52411,76093,Chase Mobile,Santiago Montemayor,2019-03-05,2019-03-08,2,"My prior bank app/ website had an option to add planned expenses to your transaction history; Chase does not. Additionally, the merchant name isn't always fully displayed making it difficult to know who is debiting funds from my checking account.",FINANCE,Everyone,My prior bank  had an option to add to your transaction history  Chase does not  Additionally  the merchant name  t always fully displayed making it difficult to know who is funds from my account,1,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  My prior bank had an option to add to your transaction history Chase doe not Additionally the merchant name t always fully displayed making it difficult to know who is fund from my account,  prior bank had option to add to transaction history chase does not additionally merchant name always fully displayed making difficult to know who funds from account,  prior bank had option to add to transaction history chase doe not additionally merchant name always fully displayed making difficult to know who fund from account,  my prior bank had an option to add to your transact histori chase doe not addit the merchant name t alway fulli display make it difficult to know who is fund from my account,  prior bank option add transaction history chase additionally merchant name always fully displayed making difficult know funds account,-2,34,Not_Rating
576687,882195,CVS/pharmacy,Kevin Johnson,2018-12-25,2019-04-01,1,"had to uninstall due to not being able to get to different parts of app. Worst is pharmacy, which is #1 reason to have app. I can click just about all areas at this point. So I am hoping this works or I will have to call support. This is super annoying. Lets see if its fixed. Also, look at its requests for access. They want access to basically your whole phone so make sure you change what you want them to be able to do. Why would they need access to files? Or access to my microphone.....",HEALTH AND FITNESS,Everyone,had to due to not being able to get to different of  Worst is pharmacy  which is reason to have  I can click just about all at this point  So I am this works or I will have to call support  This is super annoying  see if its fixed  Also  look at its for access  They want access to basically your whole phone so make sure you change what you want them to be able to do  Why would they need access to  Or access to my microphone,3,-3,Bug,Not_Feature,Not_UserExperience,Not_Rating,  had to due to not being able to get to different of Worst is pharmacy which is reason to have I can click just about all at this point So I am this work or I will have to call support This is super annoying see if it fixed Also look at it for access They want access to basically your whole phone so make sure you change what you want them to be able to do Why would they need access to Or access to my microphone,  had to due to not being able to get to different of worst pharmacy which reason to have can click just about all at this point so this works or will have to call support this super annoying see if fixed also look at for access want access to basically whole phone so make sure change what want to be able to do why would need access to or access to microphone,  had to due to not being able to get to different of worst pharmacy which reason to have can click just about all at this point so this work or will have to call support this super annoying see if fixed also look at for access want access to basically whole phone so make sure change what want to be able to do why would need access to or access to microphone,  had to due to not be abl to get to differ of worst is pharmaci which is reason to have i can click just about all at this point so i am this work or i will have to call support this is super annoy see if it fix also look at it for access they want access to basic your whole phone so make sure you chang what you want them to be abl to do whi would they need access to or access to my microphon,  due able get different worst pharmacy reason click point works call support super annoying see fixed also look access want access basically whole phone make sure change want able would need access access microphone,3,88,Rating
293421,446907,IRS2Go,Jamie Chipman,2018-02-06,2019-03-24,1,Why does it keep telling me my information does not match? It's very frustrating!,FINANCE,Everyone,Why does it keep telling me my information does not match  It  s very,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  Why doe it keep telling me my information doe not match It s very,  why does keep telling information does not match very,  why doe keep telling information doe not match very,  whi doe it keep tell me my inform doe not match it s veri,  keep telling information match,1,14,Rating
381261,580083,SmartThings,the strong,2019-03-08,2019-03-24,5,super super super,LIFESTYLE,Everyone,super super super,4,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  super super super,  super super super,  super super super,  super super super,  super super super,4,3,Rating
61358,90060,slither.io,Kkk Riz,2019-02-26,2019-03-08,1,contorls are not good,GAME ACTION,Everyone,are not good,1,-2,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  are not good,  not good,  not good,  are not good,  good,-2,3,Rating
130346,202414,Amazon Prime Video,Sanchit Gupta,2019-03-06,2019-03-13,4,its great app with great varities ....n best thing is data consumption as compared to other apps..,ENTERTAINMENT,Teen,its great with great  n best thing is data consumption as to other,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  it great with great n best thing is data consumption a to other,  great with great n best thing data consumption as to other,  great with great n best thing data consumption a to other,  it great with great n best thing is data consumpt as to other,  great great n best thing data consumption,3,13,Rating
739387,1133937,Fresh EBT - Food Stamp Balance,Danny Greene,2019-03-14,2019-04-07,5,no problems and that is how I like it.,FINANCE,Everyone,no and that is how I like it,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  no and that is how I like it,  no that how like,  no that how like,  no and that is how i like it,  like,2,8,Rating
658730,1008359,Quizlet: Learn Languages & Vocab with Flashcards,Richard Wilkinson,2019-02-12,2019-04-07,5,Great training tool!,EDUCATION,Everyone,Great training tool,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Great training tool,  great training tool,  great training tool,  great train tool,  great training tool,3,3,Rating
217219,329344,ABCmouse.com,,2018-05-18,2019-03-24,5,That it is good for kids 0-5 because it teaches them.,EDUCATION,Everyone,That it is good for because it them,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  That it is good for because it them,  that good for because,  that good for because,  that it is good for becaus it them,  good,2,8,Rating
427585,651045,YouTube Music - Stream Songs & Music Videos,Trinadh Sai,2019-03-16,2019-03-24,1,its look like fake app,MUSIC AND AUDIO,Teen,its look like fake,2,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  it look like fake,  look like fake,  look like fake,  it look like fake,  look like fake,2,4,Rating
866601,1332549,Photomath,Lakshmi Manhas,2019-04-04,2019-04-14,5,nice app easily to understand everything,EDUCATION,Everyone,nice easily to understand everything,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  nice easily to understand everything,  nice easily to understand everything,  nice easily to understand everything,  nice easili to understand everyth,  nice easily understand everything,2,5,Rating
11447,16613,Remind: School Communication,,2018-12-26,2019-03-08,5,"As an administrator, I love this app. I'm so glad we implemented it last year, it has changed our lives for the better.",EDUCATION,Everyone,As an administrator  I love this  I  m so glad we it last year  it our for the better,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  As an administrator I love this I m so glad we it last year it our for the better,  as administrator love this m so glad last year for better,  a administrator love this m so glad last year for better,  as an administr i love this i m so glad we it last year it our for the better,  administrator love glad last year better,3,19,Rating
96730,148021,Spotify - Music and Podcasts,summa luvin,2019-03-09,2019-03-09,5,I love this app that plays all my favorite songs and matches my favorite songs 2 similar stuff that I would love,MUSIC AND AUDIO,Teen,I love this that all my favorite and my favorite similar stuff that I would love,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I love this that all my favorite and my favorite similar stuff that I would love,  love this that all favorite favorite similar stuff that would love,  love this that all favorite favorite similar stuff that would love,  i love this that all my favorit and my favorit similar stuff that i would love,  love favorite favorite similar stuff would love,3,16,Rating
702619,1078856,Toca Kitchen 2,A Google User,2018-12-16,2019-04-07,5,This is a great game,FAMILY,Everyone,This is a great game,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  This is a great game,  this great game,  this great game,  this is a great game,  great game,3,5,Rating
320440,486005,Credit Karma,,2019-03-10,2019-03-24,5,this is a wonderful app i have always found it very helpful to me with keeping track of my credit.,FINANCE,Everyone,this is a wonderful i have always found it very helpful to me with keeping track of my credit,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  this is a wonderful i have always found it very helpful to me with keeping track of my credit,  this wonderful have always found very helpful to with keeping track of credit,  this wonderful have always found very helpful to with keeping track of credit,  this is a wonder i have alway found it veri help to me with keep track of my credit,  wonderful always found helpful keeping track credit,3,19,Rating
421642,641976,Free Music Player â€“ Online & Offline MP3 Player,Emma Rubes,2019-01-17,2019-03-24,2,Meant to work offine? Somehow that hasnt proven to be true.,MUSIC AND AUDIO,Teen,Meant to work  Somehow that proven to be true,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Meant to work Somehow that proven to be true,  meant to work somehow that proven to be true,  meant to work somehow that proven to be true,  meant to work somehow that proven to be true,  meant work somehow proven true,2,9,Rating
94378,144525,Drum Pad Machine - Make Beats,,2019-02-14,2019-03-09,5,I give it a 5 star because I really enjoy it and you can sing along and make your own songs so you should try it,MUSIC AND AUDIO,Everyone,I give it a star because I really enjoy it and you can sing along and make your own so you should try it,4,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  I give it a star because I really enjoy it and you can sing along and make your own so you should try it,  give star because really enjoy can sing along make own so should try,  give star because really enjoy can sing along make own so should try,  i give it a star becaus i realli enjoy it and you can sing along and make your own so you should tri it,  give star really enjoy sing along make try,4,24,Rating
